account_status	duration_months	credit_history	purpose	amount	savings_bonds	employment_since	installment_rate	sex_status	guarant_other	residence_since	property	age	other_installments	housing	number_of_credits	job	num_maintenance	telephone	foreign_workerer	credit
0-200DM	9	all_existing_credits_payed	house_investments	1670	<100DM	<1year	4	female	none	2	car_other	22	none	own	1	skilled_employee	1	yes	yes	bad_credit
no_account	9	other_credits	car(new)	1224	<100DM	1-4years	3	single_male	none	1	real_estate	30	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	12	other_credits	house_investments	522	500-1000DM	>7years	4	single_male	none	4	life_insurance	42	none	own	2	skilled_employee	2	yes	yes	good_credit
negative	12	all_existing_credits_payed	house_investments	1498	<100DM	1-4years	4	female	none	1	car_other	23	bank	own	1	skilled_employee	1	none	yes	good_credit
0-200DM	30	delay_in_payments	house_investments	1919	100-500DM	<1year	4	single_male	none	3	none	30	stores	own	2	high_qualified	1	none	yes	bad_credit
>200DM	9	all_existing_credits_payed	house_investments	745	<100DM	1-4years	3	female	none	2	real_estate	28	none	own	1	unskilled_employee	1	none	yes	bad_credit
0-200DM	6	all_existing_credits_payed	house_investments	2063	<100DM	<1year	4	male	none	3	car_other	30	none	rent	1	high_qualified	1	yes	yes	good_credit
0-200DM	60	all_existing_credits_payed	education	6288	<100DM	1-4years	4	single_male	none	4	none	42	none	for_free	1	skilled_employee	1	none	yes	bad_credit
no_account	24	other_credits	car(used)	6842	no_account	1-4years	2	single_male	none	4	life_insurance	46	none	own	2	high_qualified	2	yes	yes	good_credit
no_account	12	all_existing_credits_payed	car(new)	3527	no_account	<1year	2	single_male	none	3	life_insurance	45	none	own	1	high_qualified	2	yes	yes	good_credit
no_account	10	all_existing_credits_payed	car(new)	1546	<100DM	1-4years	3	single_male	none	2	real_estate	31	none	own	1	unskilled_employee	2	none	no	good_credit
no_account	24	all_existing_credits_payed	house_investments	929	no_account	4-7years	4	single_male	none	2	car_other	31	stores	own	1	skilled_employee	1	yes	yes	good_credit
no_account	4	other_credits	car(new)	1455	<100DM	4-7years	2	single_male	none	1	real_estate	42	none	own	3	unskilled_employee	2	none	yes	good_credit
negative	15	all_existing_credits_payed	house_investments	1845	<100DM	<1year	4	female	guarantor	1	life_insurance	46	none	rent	1	skilled_employee	1	none	yes	good_credit
0-200DM	48	all_credits_payed	car(new)	8358	500-1000DM	<1year	1	female	none	1	car_other	30	none	own	2	skilled_employee	1	none	yes	good_credit
negative	24	all_credits_payed	house_investments	3349	500-1000DM	<1year	4	single_male	none	4	none	30	none	for_free	1	skilled_employee	2	yes	yes	bad_credit
no_account	12	all_existing_credits_payed	car(new)	2859	no_account	unemployed	4	single_male	none	4	none	38	none	own	1	high_qualified	1	yes	yes	good_credit
no_account	18	all_existing_credits_payed	house_investments	1533	<100DM	<1year	4	male	co-applicant	1	life_insurance	43	none	own	1	unskilled_employee	2	none	yes	bad_credit
no_account	24	all_existing_credits_payed	house_investments	3621	100-500DM	>7years	2	single_male	none	4	car_other	31	none	own	2	skilled_employee	1	none	yes	bad_credit
0-200DM	18	other_credits	business	3590	<100DM	unemployed	3	male	none	3	car_other	40	none	own	3	none	2	yes	yes	good_credit
negative	36	delay_in_payments	business	2145	<100DM	4-7years	2	single_male	none	1	car_other	24	none	own	2	skilled_employee	1	yes	yes	bad_credit
0-200DM	24	all_existing_credits_payed	car(used)	4113	500-1000DM	<1year	3	female	none	4	car_other	28	none	rent	1	skilled_employee	1	none	yes	bad_credit
no_account	36	all_existing_credits_payed	house_investments	10974	<100DM	unemployed	4	female	none	2	car_other	26	none	own	2	high_qualified	1	yes	yes	bad_credit
negative	12	all_existing_credits_payed	car(new)	1893	<100DM	1-4years	4	female	guarantor	4	life_insurance	29	none	own	1	skilled_employee	1	yes	yes	good_credit
negative	24	other_credits	house_investments	1231	>1000DM	>7years	4	female	none	4	life_insurance	57	none	rent	2	high_qualified	1	yes	yes	good_credit
>200DM	30	other_credits	house_investments	3656	no_account	>7years	4	single_male	none	4	life_insurance	49	stores	own	2	unskilled_employee	1	none	yes	good_credit
0-200DM	9	other_credits	house_investments	1154	<100DM	>7years	2	single_male	none	4	real_estate	37	none	own	3	unskilled_employee	1	none	yes	good_credit
negative	28	all_existing_credits_payed	car(new)	4006	<100DM	1-4years	3	single_male	none	2	car_other	45	none	own	1	unskilled_employee	1	none	yes	bad_credit
0-200DM	24	all_existing_credits_payed	house_investments	3069	100-500DM	>7years	4	single_male	none	4	none	30	none	for_free	1	skilled_employee	1	none	yes	good_credit
no_account	6	other_credits	house_investments	1740	<100DM	>7years	2	male	none	2	real_estate	30	none	rent	2	skilled_employee	1	none	yes	good_credit
0-200DM	21	delay_in_payments	car(new)	2353	<100DM	1-4years	1	male	none	4	life_insurance	47	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	15	all_existing_credits_payed	car(new)	3556	no_account	1-4years	3	single_male	none	2	none	29	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	24	all_existing_credits_payed	house_investments	2397	500-1000DM	>7years	3	single_male	none	2	car_other	35	bank	own	2	skilled_employee	1	yes	yes	bad_credit
0-200DM	6	all_existing_credits_payed	house_investments	454	<100DM	<1year	3	male	none	1	life_insurance	22	none	own	1	unskilled_employee	1	none	yes	good_credit
0-200DM	30	all_existing_credits_payed	house_investments	1715	no_account	1-4years	4	female	none	1	car_other	26	none	own	1	skilled_employee	1	none	yes	good_credit
0-200DM	27	other_credits	house_investments	2520	500-1000DM	1-4years	4	single_male	none	2	life_insurance	23	none	own	2	unskilled_employee	1	none	yes	bad_credit
no_account	15	all_existing_credits_payed	house_investments	3568	<100DM	>7years	4	female	none	2	car_other	54	bank	rent	1	high_qualified	1	yes	yes	good_credit
no_account	42	all_existing_credits_payed	house_investments	7166	no_account	4-7years	2	male	none	4	life_insurance	29	none	rent	1	skilled_employee	1	yes	yes	good_credit
negative	11	other_credits	car(new)	3939	<100DM	1-4years	1	single_male	none	2	real_estate	40	none	own	2	unskilled_employee	2	none	yes	good_credit
0-200DM	15	all_existing_credits_payed	house_investments	1514	100-500DM	1-4years	4	single_male	guarantor	2	real_estate	22	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	24	all_existing_credits_payed	car(new)	7393	<100DM	1-4years	1	single_male	none	4	life_insurance	43	none	own	1	unskilled_employee	2	none	yes	good_credit
negative	24	all_credits_payed	car(new)	1193	<100DM	unemployed	1	female	co-applicant	4	none	29	none	rent	2	none	1	none	yes	bad_credit
negative	60	all_existing_credits_payed	business	7297	<100DM	>7years	4	single_male	co-applicant	4	none	36	none	rent	1	skilled_employee	1	none	yes	bad_credit
no_account	30	other_credits	house_investments	2831	<100DM	1-4years	4	female	none	2	car_other	33	none	own	1	skilled_employee	1	yes	yes	good_credit
>200DM	24	all_existing_credits_payed	house_investments	1258	500-1000DM	1-4years	3	female	none	3	car_other	57	none	own	1	unskilled_employee	1	none	yes	good_credit
0-200DM	6	all_existing_credits_payed	house_investments	753	<100DM	1-4years	2	female	guarantor	3	real_estate	64	none	own	1	skilled_employee	1	none	yes	good_credit
0-200DM	18	delay_in_payments	business	2427	no_account	>7years	4	single_male	none	2	life_insurance	42	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	24	delay_in_payments	car(new)	2538	<100DM	>7years	4	single_male	none	4	car_other	47	none	own	2	unskilled_employee	2	none	yes	bad_credit
0-200DM	15	all_credits_payed	car(new)	1264	100-500DM	1-4years	2	male	none	2	life_insurance	25	none	rent	1	skilled_employee	1	none	yes	bad_credit
0-200DM	30	other_credits	house_investments	8386	<100DM	4-7years	2	single_male	none	2	life_insurance	49	none	own	1	skilled_employee	1	none	yes	bad_credit
no_account	48	all_existing_credits_payed	business	4844	<100DM	unemployed	3	single_male	none	2	car_other	33	bank	rent	1	high_qualified	1	yes	yes	bad_credit
>200DM	21	all_existing_credits_payed	car(new)	2923	100-500DM	1-4years	1	female	none	1	car_other	28	bank	own	1	high_qualified	1	yes	yes	good_credit
negative	36	all_existing_credits_payed	car(used)	8229	<100DM	1-4years	2	single_male	none	2	life_insurance	26	none	own	1	skilled_employee	2	none	yes	bad_credit
no_account	24	other_credits	house_investments	2028	<100DM	4-7years	2	single_male	none	2	life_insurance	30	none	own	2	unskilled_employee	1	none	yes	good_credit
negative	15	other_credits	house_investments	1433	<100DM	1-4years	4	female	none	3	life_insurance	25	none	rent	2	skilled_employee	1	none	yes	good_credit
>200DM	42	all_credits_payed	business	6289	<100DM	<1year	2	male	none	1	life_insurance	33	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	13	all_existing_credits_payed	house_investments	1409	100-500DM	unemployed	2	female	none	4	real_estate	64	none	own	1	skilled_employee	1	none	yes	good_credit
negative	24	all_existing_credits_payed	car(used)	6579	<100DM	unemployed	4	single_male	none	2	none	29	none	for_free	1	high_qualified	1	yes	yes	good_credit
0-200DM	24	other_credits	house_investments	1743	<100DM	>7years	4	single_male	none	2	life_insurance	48	none	own	2	unskilled_employee	1	none	yes	good_credit
no_account	12	other_credits	education	3565	no_account	<1year	2	single_male	none	1	life_insurance	37	none	own	2	unskilled_employee	2	none	yes	good_credit
no_account	15	all_credits_payed	house_investments	1569	100-500DM	>7years	4	single_male	none	4	car_other	34	bank	own	1	unskilled_employee	2	none	yes	good_credit
negative	18	all_existing_credits_payed	house_investments	1936	no_account	4-7years	2	male	none	4	car_other	23	none	rent	2	unskilled_employee	1	none	yes	good_credit
negative	36	all_existing_credits_payed	house_investments	3959	<100DM	unemployed	4	single_male	none	3	life_insurance	30	none	own	1	high_qualified	1	yes	yes	good_credit
no_account	12	all_existing_credits_payed	car(new)	2390	no_account	>7years	4	single_male	none	3	car_other	50	none	own	1	skilled_employee	1	yes	yes	good_credit
no_account	12	all_existing_credits_payed	house_investments	1736	<100DM	4-7years	3	female	none	4	real_estate	31	none	own	1	unskilled_employee	1	none	yes	good_credit
negative	30	all_existing_credits_payed	car(used)	3857	<100DM	1-4years	4	male	none	4	life_insurance	40	none	own	1	high_qualified	1	yes	yes	good_credit
no_account	12	all_existing_credits_payed	house_investments	804	<100DM	>7years	4	single_male	none	4	car_other	38	none	own	1	skilled_employee	1	none	yes	good_credit
negative	45	all_existing_credits_payed	house_investments	1845	<100DM	1-4years	4	single_male	none	4	none	23	none	for_free	1	skilled_employee	1	yes	yes	bad_credit
0-200DM	45	other_credits	car(used)	4576	100-500DM	unemployed	3	single_male	none	4	car_other	27	none	own	1	skilled_employee	1	none	yes	good_credit
