climbRate	Sgz	p	q	curPitch	curRoll	absRoll	diffClb	diffRollRate	diffDiffClb	SeTime1	SeTime2	SeTime3	SeTime4	SeTime5	SeTime6	SeTime7	SeTime8	SeTime9	SeTime10	SeTime11	SeTime12	SeTime13	SeTime14	diffSeTime1	diffSeTime2	diffSeTime3	diffSeTime4	diffSeTime5	diffSeTime6	diffSeTime7	diffSeTime8	diffSeTime9	diffSeTime10	diffSeTime11	diffSeTime12	diffSeTime13	diffSeTime14	alpha	Se	Goal	GoalDisc
91	-13	0.68	0.04	0.42	-1.1	-11	2	0.002	-0.5	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0009	<avg
101	-9	0.61	0.4	0.49	0.2	-10	-13	-0.018	-6.4	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0013	<avg
-140	-10	0.44	0.19	0.71	0.7	-9	-21	-0.018	1.3	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0006	>avg
-703	-29	-0.25	-0.22	1.12	0.9	-9	0	-0.008	7.2	0.017	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.017	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0005	>avg
-588	-48	-0.1	-0.22	0.97	0.6	-9	15	0.013	3.6	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.015	-0.0007	>avg
-204	-63	0.05	-0.09	0.65	0.7	-9	11	-0.005	-0.2	0.014	0.014	0.014	0.015	0.015	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	-0.002	0	-0.002	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0008	>avg
527	-51	-0.18	0.13	0.06	0.5	-10	-7	-0.008	-3.5	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
252	-17	-0.18	0.14	0.32	-0.7	-11	-12	0.005	0.3	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0006	>avg
86	-21	0.45	-0.06	0.4	0.4	-10	9	0.005	0	0.018	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0007	>avg
196	-15	0.44	0.12	0.37	1.5	-9	-10	-0.009	-1.5	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0008	>avg
-68	-22	-0.48	-0.02	0.55	1.3	-9	4	-0.008	0	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0006	>avg
122	-21	-0.44	0.06	0.39	-0.4	-10	4	0.009	-1.6	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	-0.001	0	0.5	0.018	-0.0005	>avg
-71	-16	0.19	-0.04	0.53	-1	-11	11	0.016	1.4	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0007	>avg
41	-16	0.41	0.03	0.47	0.5	-10	1	-0.002	-0.1	0.019	0.019	0.019	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0008	>avg
-24	-15	0.31	0.18	0.59	1.3	-9	-17	-0.011	-1.3	0.018	0.019	0.019	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	-0.002	0	-0.002	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0009	<avg
-57	-15	0.29	0.15	0.62	1.3	-9	-18	-0.011	0.2	0.017	0.018	0.018	0.019	0.019	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	-0.002	0	-0.002	0	-0.002	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0008	>avg
-142	-16	0.23	0.15	0.69	1.5	-9	-14	-0.011	0.2	0.015	0.015	0.015	0.015	0.015	0.017	0.017	0.018	0.018	0.019	0.019	0.02	0.02	0.02	0	0	0	0	-0.003	0	-0.002	0	-0.002	0	-0.002	0	0	0	0.6	0.02	-0.001	<avg
70	-21	-0.26	-0.1	0.39	1.5	-8	14	-0.02	0.1	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0008	>avg
211	-13	-0.56	0.17	0.39	0.5	-10	-21	-0.003	-0.6	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0007	>avg
-91	-12	-0.4	0.08	0.61	-1.4	-11	-5	0.009	0.3	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0006	>avg
-79	-19	0.08	0.02	0.57	-2.1	-12	4	0.015	0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
29	-19	0.34	0.04	0.48	0.3	-10	0	-0.004	-0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0008	>avg
0	-18	0.11	0.05	0.51	1.1	-9	-3	-0.011	-0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0009	<avg
9	-19	-0.22	0.01	0.49	1	-9	3	-0.013	-0.4	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0007	>avg
95	-13	-0.19	0.03	0.42	-0.7	-11	1	0.006	0	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0005	>avg
69	-7	0.18	0.07	0.46	-0.8	-11	-4	0.012	-0.2	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
-100	-7	0.3	0.1	0.62	0.4	-10	-7	-0.004	-0.2	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0009	<avg
-152	-21	-0.13	-0.08	0.6	1	-9	11	-0.012	0.5	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0006	>avg
282	-13	-0.12	-0.03	0.23	-0.3	-10	7	0.005	-0.1	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0007	>avg
258	19	0	0.14	0.32	-0.5	-10	-15	0	0.8	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0008	>avg
-124	23	-0.09	0.17	0.67	-0.5	-10	-15	-0.007	0.1	0.019	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0006	>avg
-147	5	0.14	-0.04	0.61	-0.7	-11	9	0.011	-0.2	0.018	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0009	<avg
-139	-2	-0.2	0.07	0.65	-0.2	-10	-5	-0.013	0	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
-186	-6	-0.35	0.06	0.69	-0.6	-11	-4	-0.007	0.1	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.018	-0.001	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.5	0.018	-0.0005	>avg
-169	-33	0.38	-0.06	0.62	-0.8	-11	9	0.012	0.3	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	-0.002	0	0	0	0.5	0.016	-0.0006	>avg
81	-34	0.53	0.01	0.39	0.1	-10	13	-0.001	-1.2	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0009	<avg
152	-27	0.28	0.05	0.38	1.5	-8	-4	-0.017	0.5	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.5	0.018	-0.0008	>avg
128	-25	0.18	0.17	0.42	1.7	-8	-8	-0.018	-2.2	0.018	0.018	0.018	0.018	0.018	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	-0.002	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0009	<avg
-32	-24	-0.23	0.06	0.55	1.6	-8	-7	-0.019	0.1	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.017	0.017	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	-0.002	0	-0.002	0	0	0	0	0	0.5	0.018	-0.0006	>avg
331	-4	-0.02	0.03	0.2	-0.4	-10	1	0.007	-0.2	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
-197	42	-0.06	0.16	0.73	0	-10	-15	-0.002	0.1	0.018	0.018	0.018	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	-0.003	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0006	>avg
245	28	0.19	-0.03	0.26	0.8	-9	5	0	-0.1	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0008	>avg
421	52	-0.02	-0.01	0.11	1.3	-9	3	-0.008	0	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0009	<avg
228	76	-0.4	0.33	0.4	0.7	-9	-27	-0.013	-3.4	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0007	>avg
-301	74	-0.55	0.21	0.85	-0.5	-10	-22	0.003	0.6	0.019	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	-0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.021	-0.0005	>avg
-584	56	-0.34	0.04	1	-1.5	-11	9	0.017	-0.3	0.016	0.016	0.016	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	-0.001	0	-0.002	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0004	>avg
-410	35	0.18	-0.05	0.83	-1.8	-12	12	0.026	-0.5	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0006	>avg
-143	23	0.57	-0.03	0.61	-0.5	-10	6	0.002	0.3	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0007	>avg
-81	21	0.57	-0.03	0.55	0.1	-10	6	-0.001	-0.1	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.5	0.017	-0.0008	>avg
-62	20	0.55	0.17	0.6	0.7	-9	-9	-0.004	-3	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.5	0.019	-0.0009	<avg
-414	12	0.22	0.18	0.94	1.7	-8	-18	-0.019	-0.3	0.017	0.018	0.018	0.018	0.018	0.018	0.018	0.019	0.019	0.02	0.02	0.02	0.02	0.02	-0.002	0	0	0	0	0	-0.002	0	-0.002	0	0	0	0	0	0.6	0.02	-0.0008	>avg
-436	-15	-0.19	-0.07	0.86	1.6	-8	8	-0.011	0.1	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0006	>avg
-100	-33	-0.15	-0.04	0.57	0.6	-9	7	0.008	0	0.016	0.016	0.016	0.016	0.016	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	-0.002	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0005	>avg
509	-23	0.17	-0.14	-0.04	0.7	-9	19	0.007	-0.2	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.015	-0.0007	>avg
758	46	0.15	0.04	-0.19	1.9	-8	-3	-0.005	-0.1	0.022	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.02	0.02	0.018	0.001	0	0	0	0	0	0	0	0	0	0.001	0	0.002	0	0.5	0.018	-0.0009	<avg
260	66	-0.07	0.3	0.39	2	-8	-35	-0.017	0	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.022	-0.0008	>avg
-669	43	-0.52	-0.1	1.08	0.5	-9	4	-0.002	3.6	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0005	>avg
-562	21	-0.4	0.05	1	-0.7	-11	3	0.015	-1.2	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	-0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0004	>avg
-307	-4	0.16	-0.1	0.72	-1.1	-11	15	0.021	-0.5	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.015	-0.0007	>avg
-79	-9	0.43	-0.1	0.51	-0.7	-11	16	0.016	-0.2	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.016	0.016	0.015	0.015	0.015	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.4	0.015	-0.0009	<avg
87	-3	-0.05	0.06	0.44	1	-9	-7	-0.014	0.4	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
-19	-1	-0.12	0.04	0.52	0	-10	-2	0.004	0	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0008	>avg
-33	-5	-0.13	0.02	0.52	-0.6	-10	5	-0.001	-0.7	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0006	>avg
57	1	0.15	0.13	0.5	-0.7	-11	-16	0.009	0.7	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0008	>avg
-571	-23	0.1	0.04	1.01	0.4	-10	2	-0.005	0.8	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
-441	-54	0.03	-0.07	0.86	0.5	-10	10	-0.001	-0.3	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0009	<avg
-235	-65	-0.05	-0.04	0.68	0.5	-9	9	-0.011	-0.3	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	-0.002	0	0	0	0	0	0.5	0.016	-0.0004	>avg
-26	-70	-0.16	-0.04	0.5	0.2	-10	5	0.018	-1	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	-0.001	0	0.5	0.016	-0.0008	>avg
74	-69	0.04	-0.06	0.39	0.2	-10	12	0.019	-0.5	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0009	<avg
287	-46	-0.37	0.02	0.23	-0.6	-11	2	-0.007	0	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0007	>avg
290	-34	-0.39	0.26	0.31	-1.6	-11	-17	0.006	-3.2	0.021	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.02	-0.0006	>avg
-271	-38	0.21	0.09	0.76	-2.2	-12	-5	0.014	0.3	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0005	>avg
-318	-48	0.48	-0.11	0.74	-1.6	-11	10	0.014	2.9	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	-0.002	0	0	0	0	0	0.5	0.016	-0.0008	>avg
-201	-53	0.6	-0.13	0.63	-1	-11	13	0.011	1.2	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.015	0.015	0.015	0.015	0.015	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.5	0.015	-0.001	<avg
407	-43	-0.16	-0.08	0.09	0.8	-9	11	-0.018	0	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.5	0.016	-0.0008	>avg
472	-32	-0.4	0.02	0.08	0.4	-10	-4	-0.017	0.7	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.017	0.017	0.017	0.017	0.018	0	0	0	0	0	0	-0.001	0	0.001	0	-0.001	0	-0.001	0	0.5	0.018	-0.0006	>avg
-52	1	0.04	0.17	0.59	-1.4	-11	-14	0.009	-0.1	0.017	0.017	0.017	0.017	0.017	0.019	0.019	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	-0.003	0	-0.002	0	0	0	0	0	0	0	0.6	0.02	-0.0007	>avg
149	-3	0.26	-0.06	0.33	-0.6	-11	10	0.002	-0.1	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0008	>avg
76	19	0.07	0.12	0.47	0.5	-9	-11	-0.007	-0.2	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.001	<avg
36	19	0.05	0.12	0.5	0.6	-9	-11	-0.007	0.1	0.02	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0009	<avg
17	20	0.03	0.12	0.52	0.6	-9	-11	-0.007	0.1	0.018	0.02	0.02	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.001	<avg
-126	18	-0.11	0.09	0.65	0.5	-9	-13	-0.016	-0.2	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	-0.002	0	0.5	0.018	-0.0006	>avg
-234	10	-0.24	0.09	0.73	-0.4	-10	-6	0.01	0.1	0.018	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	-0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.019	-0.0008	>avg
-305	5	-0.12	0.09	0.8	-0.6	-10	-7	0.01	0.1	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.019	0	0	0	0	0	0	0	0	0	0	0	0	-0.002	0	0.5	0.019	-0.0004	>avg
-270	-13	0.14	-0.03	0.71	-0.7	-11	11	0.017	-0.7	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.016	-0.0008	>avg
-161	-22	0.28	0.07	0.65	0.4	-10	-3	-0.007	-0.4	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
-198	-25	0.21	0.06	0.69	0.7	-9	-4	-0.007	0	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.016	0.016	0.018	0.018	0.018	0	0	0	0	0	0	0	0	-0.002	0	-0.003	0	0	0	0.5	0.018	-0.0008	>avg
170	-28	-0.05	-0.09	0.29	1.1	-9	13	-0.012	-0.2	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.015	-0.0009	<avg
296	-16	-0.32	0.12	0.29	0.7	-9	-19	-0.012	0.7	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.019	-0.0007	>avg
-429	-30	-0.26	-0.05	0.86	-1.8	-12	6	0.008	1.7	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0006	>avg
-315	-52	0.17	0.05	0.78	-2.1	-12	1	0.012	0	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.017	0.017	0.018	0	0	0	0	0	0	0	0	0	0	-0.002	0	-0.002	0	0.5	0.018	-0.0009	<avg
-134	-59	0.37	0.04	0.58	-1.6	-12	12	0.004	-1.2	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.001	<avg
-85	-63	0.17	0.05	0.58	-1	-11	-1	-0.016	-0.2	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.018	-0.0009	<avg
-83	-64	0.05	0.04	0.57	-0.9	-11	1	-0.015	-0.1	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0	0	0	0	0	0	-0.003	0	0	0	0	0	0	0	0.5	0.018	-0.0007	>avg
410	-57	0.01	-0.11	0.07	-1.1	-11	16	0.005	0	0.016	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.015	-0.0008	>avg
475	-54	0.03	-0.11	0.01	-1.1	-11	16	0.005	-0.1	0.019	0.018	0.018	0.016	0.016	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.001	0	0.002	0	0.001	0	0	0	0	0	0	0	0	0	0.4	0.015	-0.0007	>avg
-16	-24	0.08	0	0.5	0.5	-9	4	-0.002	-0.1	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.017	-0.0008	>avg
